time,low,high,open,close,volume,market cap
2017-06-03T20:00:00,2544,2583.06,2565.2,2564.36,729.2816645,41708200000
2017-06-03T21:00:00,2540,2576.48,2564.68,2550.29,778.7442797,41708200000
2017-06-03T22:00:00,2548.08,2570.97,2550.34,2564.33,897.2489848,41708200000
2017-06-03T23:00:00,2538,2564.33,2564.33,2548.05,681.4996658,41708200000
2017-06-04T00:00:00,2477.5,2553.62,2548.3,2515,2111.736785,41708200000
2017-06-04T01:00:00,2503.03,2530.78,2514.62,2519.41,822.6703339,41708200000
2017-06-04T02:00:00,2480.42,2520.11,2519.41,2507.26,620.4592476,41708200000
2017-06-04T03:00:00,2495.59,2511.4,2507.27,2502.81,664.6677409,41708200000
2017-06-04T04:00:00,2495.01,2539.58,2502.81,2531.52,529.36473,41708200000
2017-06-04T05:00:00,2515.44,2541,2531.47,2518.57,329.50029,41708200000
2017-06-04T06:00:00,2495.02,2519.2,2518.57,2519.19,572.4427775,41708200000
2017-06-04T07:00:00,2505.39,2521.99,2519.16,2521.99,223.1858655,41708200000
2017-06-04T08:00:00,2521.98,2556.1,2521.99,2549.93,266.4777436,41708200000
2017-06-04T09:00:00,2535.77,2556.1,2549.92,2538,457.492209,41708200000
2017-06-04T10:00:00,2510.97,2539.83,2538.98,2524.7,298.6333218,41708200000
2017-06-04T11:00:00,2524.66,2543.76,2524.66,2543.74,191.5390289,41708200000
2017-06-04T12:00:00,2529.75,2544.78,2543.75,2530.23,181.4745941,41708200000
2017-06-04T13:00:00,2505,2534,2531,2507.95,828.7659672,41708200000
2017-06-04T14:00:00,2502,2530,2507.9,2517.74,678.9378561,41708200000
2017-06-04T15:00:00,2509.92,2521.9,2517.74,2516.83,511.2106196,41708200000
2017-06-04T16:00:00,2498.74,2529,2511.52,2520.29,432.9963554,41708200000
2017-06-04T17:00:00,2511.36,2528,2520.29,2519.84,465.1552052,41708200000
2017-06-04T18:00:00,2513.19,2525.33,2519.98,2520.01,302.4647769,41708200000
2017-06-04T19:00:00,2486.51,2520.01,2520.01,2487.99,557.9526535,41133900000
2017-06-04T20:00:00,2469.98,2498,2487.99,2497.81,1213.869263,41133900000
2017-06-04T21:00:00,2498,2519.5,2498,2510.36,451.1244412,41133900000
2017-06-04T22:00:00,2499.01,2524,2510.31,2521.22,493.4644267,41133900000
2017-06-04T23:00:00,2511.39,2538.46,2523.83,2521.36,613.7964318,41133900000
2017-06-05T00:00:00,2517.02,2547.05,2521.43,2545.44,415.9887398,41133900000
2017-06-05T01:00:00,2545.43,2600,2545.44,2561.1,1342.871405,41133900000
2017-06-05T02:00:00,2554,2567.1,2563.96,2567.1,410.1018275,41133900000
2017-06-05T03:00:00,2567.09,2589.01,2567.1,2584.98,445.4295481,41133900000
2017-06-05T04:00:00,2576.69,2592,2585.02,2588.93,497.7129788,41133900000
2017-06-05T05:00:00,2560,2588.71,2587.86,2570.13,384.8199994,41133900000
2017-06-05T06:00:00,2560.28,2585.1,2567.26,2585.1,428.7055243,41133900000
2017-06-05T07:00:00,2573.07,2589.95,2585.09,2573.07,175.9871942,41133900000
2017-06-05T08:00:00,2573.06,2580,2573.09,2578.33,235.9161005,41133900000
2017-06-05T09:00:00,2565.21,2580.33,2578.33,2579.39,227.9396058,41133900000
2017-06-05T10:00:00,2579.08,2599.23,2579.39,2597.56,295.5446388,41133900000
2017-06-05T11:00:00,2583.82,2597.56,2597.56,2592.55,289.9454155,41133900000
2017-06-05T12:00:00,2570,2594.99,2593.99,2589.28,540.5934367,41133900000
2017-06-05T13:00:00,2579.52,2592.78,2589.28,2587.98,396.6362435,41133900000
2017-06-05T14:00:00,2582.49,2624.44,2587.99,2612.5,557.7366562,41133900000
2017-06-05T15:00:00,2610.06,2620.1,2612.57,2616.49,635.3733588,41133900000
2017-06-05T16:00:00,2587.15,2619.08,2615.72,2604.38,855.0627416,41133900000
2017-06-05T17:00:00,2604.13,2629.76,2604.38,2628.94,583.7721048,41133900000
2017-06-05T18:00:00,2610.15,2629.61,2628.95,2626.92,874.5779441,41133900000
2017-06-05T19:00:00,2626.01,2645,2626.92,2642.06,720.3874286,44061000000
2017-06-05T20:00:00,2644.13,2663.99,2644.9,2663.99,998.4913898,44061000000
2017-06-05T21:00:00,2644.99,2689,2663.99,2663.17,953.5492792,44061000000
2017-06-05T22:00:00,2660.1,2677.02,2663.18,2676.78,703.5135064,44061000000
2017-06-05T23:00:00,2673.94,2698,2676.98,2698,629.1118371,44061000000
2017-06-06T00:00:00,2691.04,2749.98,2698,2749.96,1462.126179,44061000000
2017-06-06T01:00:00,2700.05,2749.94,2749.94,2743.8,1762.109795,44061000000
2017-06-06T02:00:00,2744.23,2849,2744.23,2848.28,2731.347142,44061000000
2017-06-06T03:00:00,2769.91,2873.27,2848.28,2813.22,2397.792149,44061000000
2017-06-06T04:00:00,2811.35,2862.99,2811.44,2850.12,968.4332311,44061000000
2017-06-06T05:00:00,2802.1,2857.66,2850.11,2832.07,1116.649319,44061000000
2017-06-06T06:00:00,2825,2866.19,2832.07,2838.14,596.416947,44061000000
2017-06-06T07:00:00,2830,2850.97,2836.15,2836.55,299.8515427,44061000000
2017-06-06T08:00:00,2830.7,2849.79,2836.55,2844.03,279.7609159,44061000000
2017-06-06T09:00:00,2840,2879,2844.83,2875.93,398.3907566,44061000000
2017-06-06T10:00:00,2839.89,2875.99,2875.93,2854.7,312.8332988,44061000000
2017-06-06T11:00:00,2848.98,2879.21,2854.7,2871.34,487.8812336,44061000000
2017-06-06T12:00:00,2861,2924.69,2871.35,2921,1146.972707,44061000000
2017-06-06T13:00:00,2915,2938.55,2919.78,2923.48,871.4752314,44061000000
2017-06-06T14:00:00,2820.89,2923.48,2923.47,2823.15,1992.020479,44061000000
2017-06-06T15:00:00,2817.68,2864.99,2820.98,2836,1406.574011,44061000000
2017-06-06T16:00:00,2674.69,2838,2836,2728.79,2844.446617,44061000000
2017-06-06T17:00:00,2681,2791,2733.4,2779.98,2065.412857,44061000000
2017-06-06T18:00:00,2779.97,2830,2779.97,2809.71,1467.035657,44061000000
2017-06-06T19:00:00,2795.31,2868,2809.69,2850,866.3438028,46989800000
2017-06-06T20:00:00,2825.42,2883.87,2849.99,2882.27,747.6535928,46989800000
2017-06-06T21:00:00,2854.38,2889.12,2882.25,2879.92,867.2696178,46989800000
2017-06-06T22:00:00,2851.32,2885,2879.92,2859.4,850.3541519,46989800000
2017-06-06T23:00:00,2855.89,2880,2859.98,2871.29,669.9107495,46989800000
2017-06-07T00:00:00,2823,2885,2871.29,2829.36,806.2309191,46989800000
2017-06-07T01:00:00,2803.21,2868.99,2829.32,2845.45,874.3877232,46989800000
2017-06-07T02:00:00,2845.45,2875,2845.45,2874.37,592.785998,46989800000
2017-06-07T03:00:00,2853.23,2880,2874.17,2864.34,400.2411302,46989800000
2017-06-07T04:00:00,2858.22,2877.08,2864.34,2868.18,300.2756911,46989800000
2017-06-07T05:00:00,2854.27,2873.75,2868.22,2859.25,222.8760866,46989800000
2017-06-07T06:00:00,2780.26,2864.35,2859.25,2817.98,1041.401753,46989800000
2017-06-07T07:00:00,2792.97,2841.44,2817.93,2837.56,499.2866911,46989800000
2017-06-07T08:00:00,2811.18,2838.22,2837.53,2822.72,421.351294,46989800000
2017-06-07T09:00:00,2815,2851.99,2822.71,2851.98,250.4176054,46989800000
2017-06-07T10:00:00,2833,2860.91,2851.98,2860.74,608.065728,46989800000
2017-06-07T11:00:00,2842.06,2860.71,2860.3,2849.62,258.4242317,46989800000
2017-06-07T12:00:00,2848.75,2859.38,2848.8,2859.37,308.5430756,46989800000
2017-06-07T13:00:00,2831.88,2860,2859.37,2832.05,534.2554124,46989800000
2017-06-07T14:00:00,2805.94,2840.62,2832.86,2821.93,880.8850504,46989800000
2017-06-07T15:00:00,2751,2821.93,2820.95,2794,1337.315276,46989800000
2017-06-07T16:00:00,2780.14,2819.3,2794,2815.08,895.7276816,46989800000
2017-06-07T17:00:00,2793.49,2825.4,2815.07,2808.94,545.3429981,46989800000
2017-06-07T18:00:00,2779.92,2810.37,2808.95,2795.95,864.0999523,46989800000
2017-06-07T19:00:00,2769.98,2804.95,2795.94,2770,754.9497737,44557100000
2017-06-07T20:00:00,2721,2779.31,2770,2726.93,1293.723262,44557100000
2017-06-07T21:00:00,2656.79,2746,2726.91,2659.8,2044.700276,44557100000
2017-06-07T22:00:00,2598.7,2727.19,2659.33,2719.89,2533.843399,44557100000
2017-06-07T23:00:00,2680,2721.85,2719.95,2685.64,1207.052683,44557100000
2017-06-08T00:00:00,2611.41,2698.66,2690.02,2679.92,1329.724524,44557100000
2017-06-08T01:00:00,2661.82,2716.27,2678.26,2712.66,862.5799868,44557100000
2017-06-08T02:00:00,2696.6,2747.36,2714.09,2731.07,888.6082216,44557100000
2017-06-08T03:00:00,2708.19,2731.99,2731.07,2722.6,449.8260399,44557100000
2017-06-08T04:00:00,2722.59,2772.72,2722.6,2770.87,746.8935622,44557100000
2017-06-08T05:00:00,2755.82,2784.17,2770.87,2784.16,346.2607799,44557100000
2017-06-08T06:00:00,2781.63,2800,2784.16,2799.89,417.231503,44557100000
2017-06-08T07:00:00,2760.3,2808.78,2799.89,2779.62,368.9416214,44557100000
2017-06-08T08:00:00,2775.96,2791.09,2779.37,2791.09,238.8027901,44557100000
2017-06-08T09:00:00,2774.02,2793.84,2791.08,2785.99,260.6566069,44557100000
2017-06-08T10:00:00,2785.35,2794.99,2785.99,2789.16,199.7949106,44557100000
2017-06-08T11:00:00,2759.08,2789.84,2788.8,2759.98,275.9292321,44557100000
2017-06-08T12:00:00,2733.29,2765.99,2759.07,2763.1,644.545008,44557100000
2017-06-08T13:00:00,2725,2763.04,2762.87,2730.64,446.9538321,44557100000
2017-06-08T14:00:00,2710.5,2758,2730.64,2710.52,676.9470181,44557100000
2017-06-08T15:00:00,2710.51,2738.54,2710.51,2727.75,448.8554709,44557100000
2017-06-08T16:00:00,2726.52,2749.99,2727.76,2734,622.2305836,44557100000
2017-06-08T17:00:00,2705.73,2737.97,2734,2730.63,536.4248624,44557100000
2017-06-08T18:00:00,2720.66,2745,2729.4,2731.59,605.5895096,44557100000
2017-06-08T19:00:00,2729.22,2753,2731.59,2753,604.5677475,45987100000
2017-06-08T20:00:00,2740.01,2755.98,2753,2749.26,638.3116146,45987100000
2017-06-08T21:00:00,2747.77,2777.99,2749.17,2772.7,629.0447384,45987100000
2017-06-08T22:00:00,2761.11,2794.99,2772.67,2791.72,714.0976276,45987100000
2017-06-08T23:00:00,2778,2799.99,2791.92,2799.73,500.8713683,45987100000
2017-06-09T00:00:00,2795.36,2804.95,2799.76,2802.42,431.0154062,45987100000
2017-06-09T01:00:00,2797.16,2836.9,2802.42,2827,646.111695,45987100000
2017-06-09T02:00:00,2818.32,2844.2,2831.26,2833.45,458.3563816,45987100000
2017-06-09T03:00:00,2802.49,2834.99,2833.44,2805.59,488.5929355,45987100000
2017-06-09T04:00:00,2802.17,2825.57,2805.6,2824.43,453.3126019,45987100000
2017-06-09T05:00:00,2805.92,2826.79,2824.43,2808.79,360.7503806,45987100000
2017-06-09T06:00:00,2800,2810,2808.67,2802.76,269.5280664,45987100000
2017-06-09T07:00:00,2786.2,2807.58,2802.72,2805,198.0336525,45987100000
2017-06-09T08:00:00,2804.99,2826.08,2805,2823.17,181.7862544,45987100000
2017-06-09T09:00:00,2805.97,2822.64,2822.4,2811.26,240.8535084,45987100000
2017-06-09T10:00:00,2801.86,2822.6,2810.61,2818.46,261.7681621,45987100000
2017-06-09T11:00:00,2808.42,2818.34,2812.86,2813.22,160.3565461,45987100000
2017-06-09T12:00:00,2809.93,2825,2812.4,2824.97,349.2851899,45987100000
2017-06-09T13:00:00,2823.27,2839,2824.97,2838.35,324.9975765,45987100000
2017-06-09T14:00:00,2836.4,2849.69,2838.35,2845,598.5855316,45987100000
2017-06-09T15:00:00,2844.2,2861.58,2845,2858.83,852.0226459,45987100000
2017-06-09T16:00:00,2831,2858.16,2858.16,2838,908.0926519,45987100000
2017-06-09T17:00:00,2837.99,2858.27,2838,2856.48,610.7056636,45987100000
2017-06-09T18:00:00,2815.22,2857.99,2856.22,2829.31,673.2003612,45987100000
2017-06-09T19:00:00,2822,2840.99,2828.34,2839.08,540.3528456,46331400000
2017-06-09T20:00:00,2828.04,2839.08,2839.08,2837.1,452.7672457,46331400000
2017-06-09T21:00:00,2810.39,2838.95,2837.08,2825.4,805.0401353,46331400000
2017-06-09T22:00:00,2810,2826.72,2826.43,2811.34,514.6822625,46331400000
2017-06-09T23:00:00,2793.11,2812.44,2811.34,2811.39,660.1379149,46331400000
2017-06-10T00:00:00,2806,2823.8,2811.37,2810.16,527.0423671,46331400000
2017-06-10T01:00:00,2803.53,2833.07,2808.08,2825.92,503.698894,46331400000
2017-06-10T02:00:00,2824.12,2837.9,2825.92,2835.17,324.5601968,46331400000
2017-06-10T03:00:00,2821.17,2837.04,2835.17,2825.95,267.8578782,46331400000
2017-06-10T04:00:00,2809,2830.23,2826.2,2819.21,327.53973,46331400000
2017-06-10T05:00:00,2803,2819.2,2819.2,2804.27,387.4222132,46331400000
2017-06-10T06:00:00,2801.25,2818.48,2803.57,2818.46,426.8824934,46331400000
2017-06-10T07:00:00,2810.3,2829.3,2817.3,2813.74,348.2047294,46331400000
2017-06-10T08:00:00,2808.12,2826.67,2813.74,2818.47,203.6406422,46331400000
2017-06-10T09:00:00,2811.65,2825.54,2818.47,2821.91,314.0402186,46331400000
2017-06-10T10:00:00,2820.27,2874.69,2821.9,2874.69,538.2655713,46331400000
2017-06-10T11:00:00,2859.22,2885,2874.69,2884.37,427.7123841,46331400000
2017-06-10T12:00:00,2883.14,2910.98,2884.37,2910.38,1035.073182,46331400000
2017-06-10T13:00:00,2882.57,2926,2910.38,2910.62,1219.285142,46331400000
2017-06-10T14:00:00,2883.48,2914.99,2910.59,2901.99,608.9008241,46331400000
2017-06-10T15:00:00,2825.03,2901.98,2901.98,2846.75,743.9266908,46331400000
2017-06-10T16:00:00,2848.59,2887.12,2848.73,2879.5,1252.402327,46331400000
2017-06-10T17:00:00,2871.78,2920,2878.83,2876.61,1647.948205,46331400000
2017-06-10T18:00:00,2840.11,2893.05,2879.42,2875.66,1431.85376,46331400000
2017-06-10T19:00:00,2866.9,2895,2878.9,2893.93,795.4747876,48208700000
2017-06-10T20:00:00,2855,2909,2894.18,2856.56,936.274692,48208700000
2017-06-10T21:00:00,2809.5,2873.06,2856.55,2822.18,1112.175692,48208700000
2017-06-10T22:00:00,2821.51,2897.97,2826.51,2893.89,1200.329401,48208700000
2017-06-10T23:00:00,2884.38,2942.04,2893.99,2931.15,2153.519885,48208700000
2017-06-11T00:00:00,2896.86,2937.25,2931.16,2919.98,1391.180081,48208700000
2017-06-11T01:00:00,2905.33,2926.91,2919.55,2923.09,1180.913977,48208700000
2017-06-11T02:00:00,2913.09,2930,2923.09,2929.99,524.0195846,48208700000
2017-06-11T03:00:00,2899,2934.99,2930,2900,491.7520182,48208700000
2017-06-11T04:00:00,2892.54,2916.34,2900,2905.45,870.1064111,48208700000
2017-06-11T05:00:00,2890,2905.98,2904.55,2903.5,377.3411521,48208700000
2017-06-11T06:00:00,2890.1,2911,2903.05,2909.59,344.4278886,48208700000
2017-06-11T07:00:00,2892.13,2909.58,2908.99,2893.59,310.1633635,48208700000
2017-06-11T08:00:00,2881,2905.5,2893.06,2905.5,552.1292614,48208700000
2017-06-11T09:00:00,2903.5,2914.16,2905.45,2911.5,288.7551059,48208700000
2017-06-11T10:00:00,2904.75,2914.98,2910.51,2904.94,301.6260715,48208700000
2017-06-11T11:00:00,2895.17,2910,2904.76,2898.47,342.0398831,48208700000
2017-06-11T12:00:00,2892.96,2906,2901.87,2905.99,640.1090481,48208700000
2017-06-11T13:00:00,2896.04,2920,2905.99,2908.45,886.9015241,48208700000
2017-06-11T14:00:00,2896.17,2909.99,2908,2909.87,624.777617,48208700000
2017-06-11T15:00:00,2907.01,2990,2907.2,2979.28,1281.329735,48208700000
2017-06-11T16:00:00,2942.51,2988.46,2979.27,2978.74,1096.0941,48208700000
2017-06-11T17:00:00,2953,2979.99,2978.73,2966.86,503.361696,48208700000
2017-06-11T18:00:00,2953,2973.88,2966.85,2962.3,580.5748148,48208700000
2017-06-11T19:00:00,2960.2,2972.99,2962.27,2967.06,601.9492745,48391200000
2017-06-11T20:00:00,2950,2968.12,2967.06,2961.43,537.3313644,48391200000
2017-06-11T21:00:00,2958,2979.97,2961.42,2970.14,802.2102078,48391200000
2017-06-11T22:00:00,2968.47,2982.22,2968.87,2980,795.8115575,48391200000
2017-06-11T23:00:00,2975,2998.99,2980,2998.98,969.3873005,48391200000
2017-06-12T00:00:00,2969.5,2998.98,2998.98,2997.02,766.938036,48391200000
2017-06-12T01:00:00,2990,2999.98,2995.75,2999.98,730.650401,48391200000
2017-06-12T02:00:00,2969,2999.99,2999.98,2969.01,1152.766382,48391200000
2017-06-12T03:00:00,2969,2990.47,2969,2987.49,538.9460868,48391200000
2017-06-12T04:00:00,2987.49,2995.98,2987.49,2991.12,306.7723149,48391200000
2017-06-12T05:00:00,2975,2994.19,2991.31,2978.99,751.9476684,48391200000
2017-06-12T06:00:00,2961.4,2978.99,2978.99,2961.53,495.2619704,48391200000
2017-06-12T07:00:00,2936.07,2961.54,2961.54,2944.9,826.9759344,48391200000
2017-06-12T08:00:00,2918.52,2960.98,2947.82,2937.02,792.7913859,48391200000
2017-06-12T09:00:00,2922.9,2948,2937.01,2937.01,538.8462854,48391200000
2017-06-12T10:00:00,2730.03,2942.58,2937,2764.51,2683.756054,48391200000
2017-06-12T11:00:00,2710,2850,2756.76,2779.02,2880.314806,48391200000
2017-06-12T12:00:00,2778.92,2861.91,2779.02,2835.04,1902.963778,48391200000
2017-06-12T13:00:00,2784,2838,2837.16,2819.84,1544.765573,48391200000
2017-06-12T14:00:00,2819.81,2859.44,2819.82,2823.27,1093.74783,48391200000
2017-06-12T15:00:00,2784,2840,2823.26,2806.73,1208.147635,48391200000
2017-06-12T16:00:00,2668,2810,2806.67,2689.92,2580.412412,48391200000
2017-06-12T17:00:00,2463.89,2689.92,2689.92,2569.01,4044.407725,48391200000
2017-06-12T18:00:00,2569.01,2694.39,2569.01,2611.71,2522.559863,48391200000
2017-06-12T19:00:00,2500,2611.71,2611.71,2551.99,2964.435074,43934100000
2017-06-12T20:00:00,2549.3,2670.61,2551.94,2633.54,2086.116524,43934100000
2017-06-12T21:00:00,2627.23,2705,2627.25,2678.99,2467.383821,43934100000
2017-06-12T22:00:00,2600,2687.64,2679.83,2628.76,2042.668841,43934100000
2017-06-12T23:00:00,2628.73,2700.76,2628.75,2655.71,2017.605743,43934100000
2017-06-13T00:00:00,2649.47,2704.02,2654.36,2690,1514.522353,43934100000
2017-06-13T01:00:00,2651.41,2710,2691.11,2669.99,1635.098024,43934100000
2017-06-13T02:00:00,2661.24,2700.71,2669.99,2673.73,944.7394063,43934100000
2017-06-13T03:00:00,2653.16,2682.71,2673.71,2674.03,887.5581143,43934100000
2017-06-13T04:00:00,2660.18,2688.81,2674.03,2679.58,731.0033427,43934100000
2017-06-13T05:00:00,2674.78,2722.58,2679.55,2699.17,910.5374731,43934100000
2017-06-13T06:00:00,2697.44,2757.85,2699.16,2750.98,808.7165134,43934100000
2017-06-13T07:00:00,2731.45,2757.99,2751,2751.75,519.7252663,43934100000
2017-06-13T08:00:00,2750.63,2798.99,2751.75,2758.6,729.2327705,43934100000
2017-06-13T09:00:00,2704.03,2760.19,2756.85,2705.1,550.3478321,43934100000
2017-06-13T10:00:00,2700.97,2740.78,2705.04,2700.97,410.9912886,43934100000
2017-06-13T11:00:00,2680,2716.24,2702.45,2716.16,502.3695327,43934100000
2017-06-13T12:00:00,2706.69,2748,2715.26,2711.82,565.2474505,43934100000
2017-06-13T13:00:00,2706.66,2735.01,2712.5,2730.62,780.3244804,43934100000
2017-06-13T14:00:00,2699.38,2737.45,2731.47,2710,675.7945267,43934100000
2017-06-13T15:00:00,2700,2726.27,2708.54,2726.27,612.2777307,43934100000
2017-06-13T16:00:00,2726.27,2743,2726.27,2743,657.5467732,43934100000
2017-06-13T17:00:00,2736.7,2748.5,2743,2737.03,774.5462702,43934100000
2017-06-13T18:00:00,2700,2736.72,2736.72,2718.86,1486.656905,43934100000
2017-06-13T19:00:00,2706.55,2731.08,2718.85,2715.12,1306.386618,44528300000
2017-06-13T20:00:00,2680,2718.89,2715.11,2705.21,905.6446428,44528300000
2017-06-13T21:00:00,2701.21,2729.25,2705.21,2709.23,704.979347,44528300000
2017-06-13T22:00:00,2695.12,2728,2709.23,2699.99,590.3111604,44528300000
2017-06-13T23:00:00,2699.94,2714.58,2699.99,2709.01,512.416369,44528300000
2017-06-14T00:00:00,2703.77,2734.91,2709.02,2734.89,554.4231178,44528300000
2017-06-14T01:00:00,2734.24,2791.6,2734.9,2770.12,810.9673569,44528300000
2017-06-14T02:00:00,2769.85,2789.95,2770.12,2783.85,580.8736135,44528300000
2017-06-14T03:00:00,2751.31,2787,2784.01,2761.3,812.2112554,44528300000
2017-06-14T04:00:00,2760,2769.73,2763.78,2766.65,322.9807567,44528300000
2017-06-14T05:00:00,2766.2,2802,2766.65,2800.7,708.1295683,44528300000
2017-06-14T06:00:00,2791.23,2827,2800.7,2795.11,1151.773406,44528300000
2017-06-14T07:00:00,2769,2799.41,2795.01,2780.18,378.8005133,44528300000
2017-06-14T08:00:00,2750,2789.31,2780.18,2781.33,609.4977398,44528300000
2017-06-14T09:00:00,2771.48,2787.89,2780.86,2773.17,307.7699325,44528300000
2017-06-14T10:00:00,2763.41,2780.99,2773.18,2780.95,203.8272277,44528300000
2017-06-14T11:00:00,2766,2780.96,2780.96,2766.92,225.435684,44528300000
2017-06-14T12:00:00,2751.7,2776.24,2768.05,2751.7,655.9202292,44528300000
2017-06-14T13:00:00,2555.18,2754.25,2754.25,2627.57,3949.756574,44528300000
2017-06-14T14:00:00,2527.59,2648.84,2626.36,2644.48,2539.646619,44528300000
